survey_id,site_code,survey_start,survey_end,survey_method,observation_hours,observed_bat_count,acoustic_detection_count,nightly_visit_count,colony_estimate,comparison_species_count,observer_team,survey_quality,weather_interference
BAT-0004531,TMB-XTD,2019-07-05T18:00:00,2019-07-12T00:00:00,acoustic_transect,40.2,11,24,10,9.5,9,TEAM-13-2,high,14.0
BAT-0004532,TMB-XTD,2019-08-05T18:00:00,2019-08-12T00:00:00,acoustic_and_visual,38.4,20,32,13,23.0,10,TEAM-13-2,high,19.0
BAT-0004533,TMB-XTD,2019-09-05T18:00:00,2019-09-12T00:00:00,acoustic_and_visual,18.7,10,8,7,11.7,11,TEAM-13-2,limited,29.8
BAT-0004534,TMB-XTD,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_transect,31.5,11,22,12,12.6,10,TEAM-13-2,acceptable,32.2
BAT-0004535,TMB-XTD,2019-11-05T18:00:00,2019-11-12T00:00:00,acoustic_transect,26.7,21,23,14,16.0,11,TEAM-13-2,acceptable,44.2
BAT-0004536,TMB-XTD,2019-12-05T18:00:00,2019-12-12T00:00:00,fixed_acoustic_station,29.1,10,14,7,9.6,9,TEAM-13-2,acceptable,42.7
BAT-0004537,TMB-XTD,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_and_visual,19.4,7,10,4,6.6,10,TEAM-13-2,acceptable,73.3
BAT-0004538,TMB-XTD,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,28.1,10,11,8,10.2,14,TEAM-13-2,high,44.7
BAT-0004539,TMB-XTD,2020-03-05T18:00:00,2020-03-12T00:00:00,acoustic_and_visual,25.9,8,14,7,8.4,9,TEAM-13-2,limited,47.6
BAT-0004540,TMB-XTD,2020-04-05T18:00:00,2020-04-12T00:00:00,acoustic_transect,26.1,16,20,11,18.9,12,TEAM-13-2,acceptable,51.7
BAT-0004541,TMB-XTD,2020-05-05T18:00:00,2020-05-12T00:00:00,acoustic_and_visual,23.7,9,16,4,10.0,11,TEAM-13-2,limited,23.9
BAT-0004542,TMB-XTD,2020-06-05T18:00:00,2020-06-12T00:00:00,acoustic_and_visual,32.3,22,23,11,16.8,7,TEAM-13-2,high,33.1
BAT-0004543,TMB-XTD,2020-07-05T18:00:00,2020-07-12T00:00:00,acoustic_transect,31.0,15,36,13,17.0,14,TEAM-13-2,high,28.2
BAT-0004544,TMB-XTD,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_transect,34.5,13,34,18,16.5,8,TEAM-13-2,acceptable,2.1
BAT-0004545,TMB-XTD,2020-09-05T18:00:00,2020-09-12T00:00:00,acoustic_and_visual,32.0,9,14,8,9.8,16,TEAM-13-2,acceptable,34.3
BAT-0004546,TMB-XTD,2020-10-05T18:00:00,2020-10-12T00:00:00,acoustic_transect,32.7,17,31,7,16.1,5,TEAM-13-2,high,38.9
BAT-0004547,TMB-XTD,2020-11-05T18:00:00,2020-11-12T00:00:00,acoustic_transect,26.7,13,23,10,14.4,12,TEAM-13-2,high,47.5
BAT-0004548,TMB-XTD,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_transect,24.4,9,8,3,10.9,14,TEAM-13-2,acceptable,59.3
BAT-0004549,TMB-XTD,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_and_visual,26.2,10,10,6,11.5,14,TEAM-13-2,high,49.4
BAT-0004550,TMB-XTD,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_transect,24.3,12,14,12,10.1,10,TEAM-13-2,acceptable,58.7
BAT-0004551,TMB-XTD,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_and_visual,27.2,16,18,6,15.3,10,TEAM-13-2,high,46.4
BAT-0004552,TMB-XTD,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_transect,26.9,7,15,7,5.8,8,TEAM-13-2,high,52.6
BAT-0004553,TMB-XTD,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_and_visual,30.5,12,29,11,14.7,13,TEAM-13-2,high,30.3
BAT-0004554,TMB-XTD,2021-06-05T18:00:00,2021-06-12T00:00:00,acoustic_transect,32.5,14,22,9,14.9,10,TEAM-13-2,high,28.2
BAT-0004555,TMB-XTD,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_and_visual,30.9,11,19,5,13.1,9,TEAM-13-2,high,33.6
BAT-0004556,TMB-XTD,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_and_visual,35.4,13,24,10,13.1,9,TEAM-13-2,acceptable,22.0
BAT-0004557,TMB-XTD,2021-09-05T18:00:00,2021-09-12T00:00:00,acoustic_transect,42.2,15,16,10,15.2,11,TEAM-13-2,acceptable,10.7
BAT-0004558,TMB-XTD,2021-10-05T18:00:00,2021-10-12T00:00:00,acoustic_transect,30.9,19,20,8,20.1,7,TEAM-13-2,acceptable,42.1
BAT-0004559,TMB-XTD,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_and_visual,31.2,9,21,12,13.0,11,TEAM-13-2,high,39.9
BAT-0004560,TMB-XTD,2021-12-05T18:00:00,2021-12-12T00:00:00,fixed_acoustic_station,25.5,9,22,4,8.2,9,TEAM-13-2,acceptable,53.1
BAT-0004561,TMB-XTD,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_and_visual,27.9,9,18,7,12.3,12,TEAM-13-2,high,54.4
BAT-0004562,TMB-XTD,2022-02-05T18:00:00,2022-02-12T00:00:00,acoustic_and_visual,21.0,9,16,7,10.9,11,TEAM-13-2,acceptable,53.7
BAT-0004563,TMB-XTD,2022-03-05T18:00:00,2022-03-12T00:00:00,acoustic_and_visual,34.2,20,19,13,22.9,12,TEAM-13-2,high,50.6
BAT-0004564,TMB-XTD,2022-04-05T18:00:00,2022-04-12T00:00:00,acoustic_transect,29.3,12,27,10,14.6,14,TEAM-13-2,high,23.8
BAT-0004565,TMB-XTD,2022-05-05T18:00:00,2022-05-12T00:00:00,acoustic_and_visual,29.2,7,15,9,6.9,14,TEAM-13-2,high,32.0
BAT-0004566,TMB-XTD,2022-06-05T18:00:00,2022-06-12T00:00:00,fixed_acoustic_station,20.8,9,31,7,10.2,11,TEAM-13-2,high,27.2
BAT-0004567,TMB-XTD,2022-07-05T18:00:00,2022-07-12T00:00:00,acoustic_and_visual,37.0,9,26,9,11.0,9,TEAM-13-2,high,27.8
BAT-0004568,TMB-XTD,2022-08-05T18:00:00,2022-08-12T00:00:00,acoustic_transect,30.5,20,14,4,25.5,11,TEAM-13-2,high,37.2
BAT-0004569,TMB-XTD,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_transect,29.4,12,23,9,11.5,12,TEAM-13-2,high,25.5
BAT-0004570,TMB-XTD,2022-10-05T18:00:00,2022-10-12T00:00:00,fixed_acoustic_station,30.3,18,19,16,19.9,9,TEAM-13-2,acceptable,52.7
BAT-0004571,TMB-XTD,2022-11-05T18:00:00,2022-11-12T00:00:00,fixed_acoustic_station,31.3,7,24,7,7.9,14,TEAM-13-2,acceptable,31.6
BAT-0004572,TMB-XTD,2022-12-05T18:00:00,2022-12-12T00:00:00,fixed_acoustic_station,24.7,12,10,9,8.9,3,TEAM-13-2,high,65.4
BAT-0004573,TMB-XTD,2023-01-05T18:00:00,2023-01-12T00:00:00,acoustic_and_visual,26.9,18,23,8,22.1,6,TEAM-13-2,acceptable,50.5
BAT-0004574,TMB-XTD,2023-02-05T18:00:00,2023-02-12T00:00:00,fixed_acoustic_station,22.6,20,17,5,20.6,11,TEAM-13-2,high,59.7
BAT-0004575,TMB-XTD,2023-03-05T18:00:00,2023-03-12T00:00:00,acoustic_and_visual,24.3,9,21,11,9.8,11,TEAM-13-2,high,59.3
BAT-0004576,TMB-XTD,2023-04-05T18:00:00,2023-04-12T00:00:00,acoustic_and_visual,16.5,12,16,10,12.0,10,TEAM-13-2,limited,33.4
BAT-0004577,TMB-XTD,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_and_visual,39.8,13,16,10,14.5,8,TEAM-13-2,high,16.2
BAT-0004578,TMB-XTD,2023-06-05T18:00:00,2023-06-12T00:00:00,acoustic_transect,34.1,13,15,9,14.4,11,TEAM-13-2,acceptable,36.2
BAT-0004579,TMB-XTD,2023-07-05T18:00:00,2023-07-12T00:00:00,acoustic_transect,37.6,14,16,12,18.7,10,TEAM-13-2,high,23.2
BAT-0004580,TMB-XTD,2023-08-05T18:00:00,2023-08-12T00:00:00,fixed_acoustic_station,29.7,20,17,9,23.1,8,TEAM-13-2,acceptable,30.6
BAT-0004581,TMB-XTD,2023-09-05T18:00:00,2023-09-12T00:00:00,fixed_acoustic_station,32.7,13,15,14,13.6,17,TEAM-13-2,acceptable,35.2
BAT-0004582,TMB-XTD,2023-10-05T18:00:00,2023-10-12T00:00:00,acoustic_and_visual,35.6,11,18,5,16.2,15,TEAM-13-2,acceptable,49.1
BAT-0004583,TMB-XTD,2023-11-05T18:00:00,2023-11-12T00:00:00,acoustic_transect,24.4,14,11,4,15.3,7,TEAM-13-2,acceptable,60.7
BAT-0004584,TMB-XTD,2023-12-05T18:00:00,2023-12-12T00:00:00,acoustic_and_visual,26.3,8,9,10,7.5,14,TEAM-13-2,high,63.0
BAT-0004585,TMB-XTD,2024-01-05T18:00:00,2024-01-12T00:00:00,acoustic_transect,37.1,24,17,11,26.6,16,TEAM-13-2,acceptable,48.6
BAT-0004586,TMB-XTD,2024-02-05T18:00:00,2024-02-12T00:00:00,fixed_acoustic_station,26.3,12,14,9,13.9,12,TEAM-13-2,acceptable,45.9
BAT-0004587,TMB-XTD,2024-03-05T18:00:00,2024-03-12T00:00:00,fixed_acoustic_station,29.5,10,17,11,10.9,19,TEAM-13-2,high,32.6
BAT-0004588,TMB-XTD,2024-04-05T18:00:00,2024-04-12T00:00:00,acoustic_and_visual,29.6,8,16,8,9.4,12,TEAM-13-2,high,45.8
BAT-0004589,TMB-XTD,2024-05-05T18:00:00,2024-05-12T00:00:00,acoustic_and_visual,36.3,17,18,11,18.6,17,TEAM-13-2,high,17.2
BAT-0004590,TMB-XTD,2024-06-05T18:00:00,2024-06-12T00:00:00,acoustic_transect,31.6,10,9,10,9.1,14,TEAM-13-2,high,32.5
BAT-0004591,TMB-XTD,2024-07-05T18:00:00,2024-07-12T00:00:00,acoustic_and_visual,33.0,22,19,8,20.4,13,TEAM-13-2,high,23.8
BAT-0004592,TMB-XTD,2024-08-05T18:00:00,2024-08-12T00:00:00,acoustic_and_visual,39.9,16,17,14,17.1,16,TEAM-13-2,acceptable,20.4
BAT-0004593,TMB-XTD,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_and_visual,32.6,13,14,10,12.8,8,TEAM-13-2,high,27.9
BAT-0004594,TMB-XTD,2024-10-05T18:00:00,2024-10-12T00:00:00,fixed_acoustic_station,35.4,13,13,15,12.5,9,TEAM-13-2,acceptable,35.2
BAT-0004595,TMB-XTD,2024-11-05T18:00:00,2024-11-12T00:00:00,acoustic_and_visual,27.9,17,18,12,14.0,11,TEAM-13-2,high,54.4
BAT-0004596,TMB-XTD,2024-12-05T18:00:00,2024-12-12T00:00:00,fixed_acoustic_station,29.3,11,19,6,10.9,12,TEAM-13-2,acceptable,54.6
BAT-0004597,TMB-XTD,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_and_visual,30.6,15,29,6,16.4,8,TEAM-13-2,high,53.8
BAT-0004598,TMB-XTD,2025-02-05T18:00:00,2025-02-12T00:00:00,fixed_acoustic_station,27.9,16,17,13,17.5,11,TEAM-13-2,high,59.2
BAT-0004599,TMB-XTD,2025-03-05T18:00:00,2025-03-12T00:00:00,acoustic_transect,24.0,9,7,5,10.0,11,TEAM-13-2,acceptable,52.9
BAT-0004600,TMB-XTD,2025-04-05T18:00:00,2025-04-12T00:00:00,acoustic_and_visual,33.0,14,20,13,12.7,13,TEAM-13-2,high,43.2
BAT-0004601,TMB-XTD,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_and_visual,35.5,13,17,11,15.5,6,TEAM-13-2,acceptable,34.6
BAT-0004602,TMB-XTD,2025-06-05T18:00:00,2025-06-12T00:00:00,acoustic_and_visual,35.8,14,18,11,16.7,6,TEAM-13-2,acceptable,27.2
BAT-0004603,TMB-WST,2019-01-05T18:00:00,2019-01-12T00:00:00,acoustic_and_visual,28.5,10,11,8,7.3,7,TEAM-13-3,acceptable,63.3
BAT-0004604,TMB-WST,2019-02-05T18:00:00,2019-02-12T00:00:00,acoustic_and_visual,18.1,5,17,10,1.4,12,TEAM-13-3,acceptable,63.9
BAT-0004605,TMB-WST,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,16.1,5,10,9,2.4,11,TEAM-13-3,limited,22.4
BAT-0004606,TMB-WST,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_transect,35.5,13,20,12,14.1,8,TEAM-13-3,acceptable,35.1
BAT-0004607,TMB-WST,2019-05-05T18:00:00,2019-05-12T00:00:00,acoustic_transect,35.6,23,42,16,24.1,10,TEAM-13-3,high,10.8
BAT-0004608,TMB-WST,2019-06-05T18:00:00,2019-06-12T00:00:00,fixed_acoustic_station,30.7,14,28,9,13.5,7,TEAM-13-3,high,19.5
BAT-0004609,TMB-WST,2019-07-05T18:00:00,2019-07-12T00:00:00,acoustic_transect,38.1,12,19,14,9.8,10,TEAM-13-3,high,22.6
BAT-0004610,TMB-WST,2019-08-05T18:00:00,2019-08-12T00:00:00,acoustic_and_visual,35.3,16,27,13,13.9,13,TEAM-13-3,high,40.2
BAT-0004611,TMB-WST,2019-09-05T18:00:00,2019-09-12T00:00:00,acoustic_and_visual,39.0,7,26,8,6.7,10,TEAM-13-3,high,6.3
BAT-0004612,TMB-WST,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_and_visual,29.7,12,23,9,14.1,10,TEAM-13-3,high,31.8
BAT-0004613,TMB-WST,2019-11-05T18:00:00,2019-11-12T00:00:00,fixed_acoustic_station,33.4,18,27,10,20.3,18,TEAM-13-3,high,32.2
BAT-0004614,TMB-WST,2019-12-05T18:00:00,2019-12-12T00:00:00,acoustic_transect,25.5,9,10,4,5.9,5,TEAM-13-3,acceptable,62.3
BAT-0004615,TMB-WST,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_and_visual,24.3,13,17,7,15.2,14,TEAM-13-3,high,45.5
BAT-0004616,TMB-WST,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,29.5,16,5,10,15.8,10,TEAM-13-3,acceptable,56.3
BAT-0004617,TMB-WST,2020-03-05T18:00:00,2020-03-12T00:00:00,fixed_acoustic_station,24.9,10,15,9,10.1,9,TEAM-13-3,high,55.3
BAT-0004618,TMB-WST,2020-04-05T18:00:00,2020-04-12T00:00:00,acoustic_and_visual,32.6,10,14,3,11.7,11,TEAM-13-3,high,35.3
BAT-0004619,TMB-WST,2020-05-05T18:00:00,2020-05-12T00:00:00,acoustic_and_visual,32.2,11,18,11,13.6,14,TEAM-13-3,high,26.1
BAT-0004620,TMB-WST,2020-06-05T18:00:00,2020-06-12T00:00:00,acoustic_and_visual,39.1,22,25,7,24.3,14,TEAM-13-3,high,31.3
BAT-0004621,TMB-WST,2020-07-05T18:00:00,2020-07-12T00:00:00,acoustic_and_visual,28.6,14,16,10,16.2,11,TEAM-13-3,acceptable,33.9
BAT-0004622,TMB-WST,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_transect,37.8,20,22,13,21.4,10,TEAM-13-3,high,10.2
BAT-0004623,TMB-WST,2020-09-05T18:00:00,2020-09-12T00:00:00,acoustic_transect,38.9,19,22,14,20.3,6,TEAM-13-3,acceptable,22.9
BAT-0004624,TMB-WST,2020-10-05T18:00:00,2020-10-12T00:00:00,fixed_acoustic_station,43.4,17,22,14,20.2,4,TEAM-13-3,high,25.1
BAT-0004625,TMB-WST,2020-11-05T18:00:00,2020-11-12T00:00:00,acoustic_transect,24.0,11,9,8,13.6,11,TEAM-13-3,acceptable,60.0
BAT-0004626,TMB-WST,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_and_visual,25.0,12,13,8,9.5,12,TEAM-13-3,acceptable,70.1
BAT-0004627,TMB-WST,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_and_visual,21.1,16,15,6,18.4,18,TEAM-13-3,acceptable,66.5
BAT-0004628,TMB-WST,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_transect,27.7,13,18,8,18.4,11,TEAM-13-3,acceptable,52.9
BAT-0004629,TMB-WST,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_and_visual,29.0,19,22,9,23.7,11,TEAM-13-3,high,45.2
BAT-0004630,TMB-WST,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_and_visual,26.2,19,12,12,27.1,11,TEAM-13-3,acceptable,40.8
BAT-0004631,TMB-WST,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_transect,29.6,9,28,14,6.9,13,TEAM-13-3,high,36.1
BAT-0004632,TMB-WST,2021-06-05T18:00:00,2021-06-12T00:00:00,acoustic_transect,28.8,6,21,8,9.7,9,TEAM-13-3,high,19.4
BAT-0004633,TMB-WST,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_and_visual,34.2,16,29,14,19.0,14,TEAM-13-3,high,17.4
BAT-0004634,TMB-WST,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_and_visual,28.7,9,19,7,10.5,4,TEAM-13-3,high,32.6
BAT-0004635,TMB-WST,2021-09-05T18:00:00,2021-09-12T00:00:00,fixed_acoustic_station,33.0,20,20,10,19.5,8,TEAM-13-3,acceptable,31.0
BAT-0004636,TMB-WST,2021-10-05T18:00:00,2021-10-12T00:00:00,fixed_acoustic_station,25.0,7,18,9,9.0,21,TEAM-13-3,acceptable,28.4
BAT-0004637,TMB-WST,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_and_visual,22.1,13,16,5,12.9,15,TEAM-13-3,high,55.1
BAT-0004638,TMB-WST,2021-12-05T18:00:00,2021-12-12T00:00:00,acoustic_and_visual,26.3,12,16,2,14.7,13,TEAM-13-3,acceptable,50.8
BAT-0004639,TMB-WST,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_and_visual,21.8,7,13,7,7.8,9,TEAM-13-3,acceptable,61.8
BAT-0004640,TMB-WST,2022-02-05T18:00:00,2022-02-12T00:00:00,acoustic_and_visual,29.5,17,22,12,16.5,10,TEAM-13-3,high,59.5
BAT-0004641,TMB-WST,2022-03-05T18:00:00,2022-03-12T00:00:00,acoustic_and_visual,27.1,7,13,13,7.8,10,TEAM-13-3,acceptable,56.2
BAT-0004642,TMB-WST,2022-04-05T18:00:00,2022-04-12T00:00:00,acoustic_and_visual,36.3,25,22,10,25.1,10,TEAM-13-3,acceptable,33.7
BAT-0004643,TMB-WST,2022-05-05T18:00:00,2022-05-12T00:00:00,acoustic_transect,30.4,9,26,6,11.3,10,TEAM-13-3,high,24.5
BAT-0004644,TMB-WST,2022-06-05T18:00:00,2022-06-12T00:00:00,fixed_acoustic_station,36.1,17,26,4,16.9,10,TEAM-13-3,high,26.5
BAT-0004645,TMB-WST,2022-07-05T18:00:00,2022-07-12T00:00:00,fixed_acoustic_station,39.0,24,18,21,27.4,10,TEAM-13-3,high,29.0
BAT-0004646,TMB-WST,2022-08-05T18:00:00,2022-08-12T00:00:00,fixed_acoustic_station,29.1,21,24,8,23.9,14,TEAM-13-3,high,34.8
BAT-0004647,TMB-WST,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_transect,30.8,13,19,6,15.4,9,TEAM-13-3,high,33.1
BAT-0004648,TMB-WST,2022-10-05T18:00:00,2022-10-12T00:00:00,acoustic_transect,31.8,22,26,14,31.3,8,TEAM-13-3,high,48.3
BAT-0004649,TMB-WST,2022-11-05T18:00:00,2022-11-12T00:00:00,acoustic_and_visual,21.6,20,16,12,23.8,13,TEAM-13-3,acceptable,32.7
BAT-0004650,TMB-WST,2022-12-05T18:00:00,2022-12-12T00:00:00,fixed_acoustic_station,29.9,18,12,11,14.5,6,TEAM-13-3,high,41.1
BAT-0004651,TMB-WST,2023-01-05T18:00:00,2023-01-12T00:00:00,fixed_acoustic_station,23.7,12,19,5,15.9,12,TEAM-13-3,acceptable,64.9
BAT-0004652,TMB-WST,2023-02-05T18:00:00,2023-02-12T00:00:00,acoustic_and_visual,33.1,13,19,11,15.3,5,TEAM-13-3,high,46.1
BAT-0004653,TMB-WST,2023-03-05T18:00:00,2023-03-12T00:00:00,acoustic_transect,31.7,10,26,10,10.3,11,TEAM-13-3,acceptable,49.0
BAT-0004654,TMB-WST,2023-04-05T18:00:00,2023-04-12T00:00:00,acoustic_transect,29.3,13,27,19,17.1,11,TEAM-13-3,high,45.0
BAT-0004655,TMB-WST,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_and_visual,31.4,16,24,7,16.5,10,TEAM-13-3,high,26.7
BAT-0004656,TMB-WST,2023-06-05T18:00:00,2023-06-12T00:00:00,fixed_acoustic_station,34.2,18,20,11,16.9,4,TEAM-13-3,acceptable,9.6
BAT-0004657,TMB-WST,2023-07-05T18:00:00,2023-07-12T00:00:00,acoustic_transect,37.7,8,23,11,7.7,14,TEAM-13-3,high,25.5
BAT-0004658,TMB-WST,2023-08-05T18:00:00,2023-08-12T00:00:00,acoustic_and_visual,45.0,31,34,10,36.0,7,TEAM-13-3,high,10.3
BAT-0004659,TMB-WST,2023-09-05T18:00:00,2023-09-12T00:00:00,acoustic_transect,24.8,7,14,2,7.2,9,TEAM-13-3,acceptable,45.4
BAT-0004660,TMB-WST,2023-10-05T18:00:00,2023-10-12T00:00:00,acoustic_transect,35.8,12,13,15,12.3,13,TEAM-13-3,acceptable,42.4
BAT-0004661,TMB-WST,2023-11-05T18:00:00,2023-11-12T00:00:00,fixed_acoustic_station,29.8,15,12,11,15.5,8,TEAM-13-3,acceptable,41.3
BAT-0004662,TMB-WST,2023-12-05T18:00:00,2023-12-12T00:00:00,acoustic_and_visual,23.9,12,15,6,13.1,6,TEAM-13-3,acceptable,57.7
BAT-0004663,TMB-WST,2024-01-05T18:00:00,2024-01-12T00:00:00,fixed_acoustic_station,26.1,10,19,14,10.0,10,TEAM-13-3,acceptable,51.6
BAT-0004664,TMB-WST,2024-02-05T18:00:00,2024-02-12T00:00:00,acoustic_and_visual,32.4,3,18,5,2.4,9,TEAM-13-3,acceptable,28.9
BAT-0004665,TMB-WST,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_transect,28.3,13,22,10,15.7,6,TEAM-13-3,high,45.6
BAT-0004666,TMB-WST,2024-04-05T18:00:00,2024-04-12T00:00:00,acoustic_transect,24.7,10,11,5,9.3,9,TEAM-13-3,acceptable,54.7
BAT-0004667,TMB-WST,2024-05-05T18:00:00,2024-05-12T00:00:00,fixed_acoustic_station,30.2,23,26,16,25.0,12,TEAM-13-3,acceptable,33.8
BAT-0004668,TMB-WST,2024-06-05T18:00:00,2024-06-12T00:00:00,acoustic_transect,33.9,9,17,12,10.9,13,TEAM-13-3,acceptable,21.6
BAT-0004669,TMB-WST,2024-07-05T18:00:00,2024-07-12T00:00:00,acoustic_transect,36.1,11,26,13,12.0,8,TEAM-13-3,high,18.5
BAT-0004670,TMB-WST,2024-08-05T18:00:00,2024-08-12T00:00:00,fixed_acoustic_station,35.2,17,21,15,24.9,8,TEAM-13-3,high,16.9
BAT-0004671,TMB-WST,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_transect,32.6,9,25,13,9.1,8,TEAM-13-3,high,37.1
BAT-0004672,TMB-WST,2024-10-05T18:00:00,2024-10-12T00:00:00,acoustic_and_visual,36.6,8,22,15,10.0,11,TEAM-13-3,high,19.1
BAT-0004673,TMB-WST,2024-11-05T18:00:00,2024-11-12T00:00:00,acoustic_transect,31.3,19,12,9,17.1,9,TEAM-13-3,acceptable,41.1
BAT-0004674,TMB-WST,2024-12-05T18:00:00,2024-12-12T00:00:00,acoustic_and_visual,30.2,18,14,6,19.8,9,TEAM-13-3,high,57.2
BAT-0004675,TMB-WST,2025-01-05T18:00:00,2025-01-12T00:00:00,fixed_acoustic_station,30.9,11,28,13,12.0,8,TEAM-13-3,high,41.5
BAT-0004676,TMB-WST,2025-02-05T18:00:00,2025-02-12T00:00:00,fixed_acoustic_station,27.4,10,23,11,11.8,8,TEAM-13-3,acceptable,54.2
BAT-0004677,TMB-WST,2025-03-05T18:00:00,2025-03-12T00:00:00,acoustic_transect,27.3,12,18,8,11.3,9,TEAM-13-3,high,43.7
BAT-0004678,TMB-WST,2025-04-05T18:00:00,2025-04-12T00:00:00,fixed_acoustic_station,30.3,14,24,13,15.0,12,TEAM-13-3,acceptable,43.8
BAT-0004679,TMB-WST,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_transect,38.2,14,14,9,17.0,14,TEAM-13-3,high,15.4
BAT-0004680,TMB-WST,2025-06-05T18:00:00,2025-06-12T00:00:00,acoustic_and_visual,34.7,14,25,22,15.0,8,TEAM-13-3,high,21.7
BAT-0004681,TMB-SXP,2019-01-05T18:00:00,2019-01-12T00:00:00,acoustic_and_visual,20.6,10,16,8,12.7,16,TEAM-13-4,acceptable,63.4
BAT-0004682,TMB-SXP,2019-02-05T18:00:00,2019-02-12T00:00:00,acoustic_transect,24.9,10,10,11,8.9,9,TEAM-13-4,acceptable,56.3
BAT-0004683,TMB-SXP,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,33.4,19,17,17,22.3,6,TEAM-13-4,high,26.9
BAT-0004684,TMB-SXP,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_and_visual,31.2,13,22,5,14.6,12,TEAM-13-4,acceptable,40.3
BAT-0004685,TMB-SXP,2019-05-05T18:00:00,2019-05-12T00:00:00,acoustic_and_visual,31.8,22,23,7,24.8,13,TEAM-13-4,high,27.3
BAT-0004686,TMB-SXP,2019-06-05T18:00:00,2019-06-12T00:00:00,fixed_acoustic_station,36.2,19,38,13,25.7,11,TEAM-13-4,high,19.3
BAT-0004687,TMB-SXP,2019-07-05T18:00:00,2019-07-12T00:00:00,acoustic_transect,37.0,16,25,16,16.1,7,TEAM-13-4,high,22.4
BAT-0004688,TMB-SXP,2019-08-05T18:00:00,2019-08-12T00:00:00,acoustic_transect,34.9,15,21,11,16.4,5,TEAM-13-4,high,28.3
BAT-0004689,TMB-SXP,2019-09-05T18:00:00,2019-09-12T00:00:00,acoustic_and_visual,34.4,14,21,6,13.8,10,TEAM-13-4,high,26.7
BAT-0004690,TMB-SXP,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_and_visual,29.7,11,16,19,12.2,10,TEAM-13-4,acceptable,33.8
BAT-0004691,TMB-SXP,2019-11-05T18:00:00,2019-11-12T00:00:00,acoustic_transect,28.9,12,15,4,15.6,19,TEAM-13-4,acceptable,40.4
BAT-0004692,TMB-SXP,2019-12-05T18:00:00,2019-12-12T00:00:00,acoustic_and_visual,25.7,8,29,7,6.3,10,TEAM-13-4,high,39.4
BAT-0004693,TMB-SXP,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_transect,28.6,10,26,13,11.2,11,TEAM-13-4,high,49.3
BAT-0004694,TMB-SXP,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_transect,23.4,20,15,7,23.1,14,TEAM-13-4,acceptable,63.2
BAT-0004695,TMB-SXP,2020-03-05T18:00:00,2020-03-12T00:00:00,fixed_acoustic_station,28.4,9,19,9,9.3,16,TEAM-13-4,high,36.5
BAT-0004696,TMB-SXP,2020-04-05T18:00:00,2020-04-12T00:00:00,fixed_acoustic_station,28.3,15,19,6,15.6,9,TEAM-13-4,high,31.6
