site_code,reporting_month,mean_temperature_c,rainfall_mm,mean_humidity_pct,vegetation_cover_pct,habitat_disturbance_index,pesticide_index,land_use_category,weather_exception_code,data_completeness_pct
TMB-BRC,2023-12-01,26.82,227.1,76.7,74.5,24.5,2.5,durian_orchard,NONE,95.2
TMB-BRC,2024-01-01,28.07,240.9,74.7,86.0,14.2,18.4,durian_orchard,NONE,94.0
TMB-BRC,2024-02-01,28.1,245.2,78.8,80.0,25.1,4.3,durian_orchard,NONE,98.5
TMB-BRC,2024-03-01,29.37,229.7,76.6,78.2,22.6,0.5,durian_orchard,NONE,95.8
TMB-BRC,2024-04-01,29.79,159.0,67.0,71.7,20.8,0.0,durian_orchard,NONE,96.8
TMB-BRC,2024-05-01,28.6,83.4,67.4,69.3,8.2,6.4,durian_orchard,NONE,100.0
TMB-BRC,2024-06-01,29.01,101.9,63.9,66.4,30.4,0.0,durian_orchard,NONE,94.3
TMB-BRC,2024-07-01,26.94,33.2,61.3,66.2,23.5,9.9,durian_orchard,DRY_SPELL,97.7
TMB-BRC,2024-08-01,26.87,73.7,58.6,67.1,18.3,2.9,durian_orchard,NONE,91.9
TMB-BRC,2024-09-01,26.55,117.8,65.7,62.8,28.8,8.2,durian_orchard,NONE,93.7
TMB-BRC,2024-10-01,25.52,139.0,72.4,71.0,26.0,0.0,durian_orchard,NONE,96.6
TMB-BRC,2024-11-01,26.29,259.8,73.7,76.4,22.6,0.1,durian_orchard,NONE,95.7
TMB-BRC,2024-12-01,27.79,222.9,74.5,73.9,19.6,17.7,durian_orchard,NONE,95.9
TMB-BRC,2025-01-01,28.42,268.2,73.4,79.6,17.1,4.2,durian_orchard,HEAVY_RAIN,91.7
TMB-BRC,2025-02-01,27.74,249.8,82.6,78.3,12.0,3.7,durian_orchard,NONE,96.7
TMB-BRC,2025-03-01,29.43,243.5,76.3,68.2,20.9,6.5,durian_orchard,NONE,95.0
TMB-BRC,2025-04-01,29.66,168.3,67.3,69.2,18.2,0.0,durian_orchard,NONE,94.5
TMB-BRC,2025-05-01,28.68,113.0,65.8,68.9,26.2,16.1,durian_orchard,NONE,93.3
TMB-BRC,2025-06-01,29.65,68.2,63.4,69.1,26.1,4.8,durian_orchard,NONE,100.0
TMB-CKU,2019-01-01,26.89,210.3,81.2,62.9,35.7,8.6,coastal_habitat,NONE,100.0
TMB-CKU,2019-02-01,27.52,175.1,85.2,66.3,31.1,0.0,coastal_habitat,NONE,100.0
TMB-CKU,2019-03-01,28.54,204.3,77.9,55.5,38.7,0.0,coastal_habitat,NONE,92.3
TMB-CKU,2019-04-01,29.29,78.2,67.0,66.6,58.5,0.0,coastal_habitat,NONE,95.9
TMB-CKU,2019-05-01,28.2,130.5,73.7,59.6,42.3,0.0,coastal_habitat,NONE,100.0
TMB-CKU,2019-06-01,27.31,43.9,67.3,52.0,34.2,0.0,coastal_habitat,NONE,100.0
TMB-CKU,2019-07-01,27.25,79.4,61.7,41.6,34.0,7.5,coastal_habitat,NONE,98.1
TMB-CKU,2019-08-01,26.17,67.3,68.9,47.1,40.9,0.0,coastal_habitat,NONE,99.8
TMB-CKU,2019-09-01,25.32,102.3,63.8,46.5,43.5,5.0,coastal_habitat,NONE,100.0
TMB-CKU,2019-10-01,24.46,120.3,75.1,56.2,41.0,0.0,coastal_habitat,NONE,96.8
TMB-CKU,2019-11-01,25.69,200.5,78.4,48.8,36.2,0.6,coastal_habitat,NONE,92.5
TMB-CKU,2019-12-01,26.05,216.9,80.6,65.8,38.4,0.0,coastal_habitat,NONE,94.1
TMB-CKU,2020-01-01,26.58,229.1,77.4,65.5,39.2,0.0,coastal_habitat,NONE,91.9
TMB-CKU,2020-02-01,27.37,202.4,79.3,58.3,19.2,8.8,coastal_habitat,NONE,100.0
TMB-CKU,2020-03-01,28.81,213.3,72.2,58.2,34.5,0.0,coastal_habitat,NONE,95.6
TMB-CKU,2020-04-01,29.11,133.1,66.5,58.0,31.4,0.0,coastal_habitat,NONE,97.7
TMB-CKU,2020-05-01,28.08,121.5,72.6,48.9,44.0,3.2,coastal_habitat,NONE,95.3
TMB-CKU,2020-06-01,27.34,54.0,68.2,50.4,36.2,3.3,coastal_habitat,NONE,100.0
TMB-CKU,2020-07-01,26.28,82.6,63.1,54.6,43.9,0.0,coastal_habitat,NONE,98.0
TMB-CKU,2020-08-01,26.41,67.5,58.6,57.8,44.1,0.0,coastal_habitat,NONE,96.0
TMB-CKU,2020-09-01,25.08,103.3,72.6,53.3,32.2,3.0,coastal_habitat,NONE,98.0
TMB-CKU,2020-10-01,24.97,152.3,71.1,61.5,29.5,0.0,coastal_habitat,NONE,100.0
TMB-CKU,2020-11-01,25.25,138.0,77.8,60.7,34.3,0.0,coastal_habitat,NONE,99.2
TMB-CKU,2020-12-01,25.29,173.1,76.6,64.7,37.3,4.0,coastal_habitat,NONE,93.8
TMB-CKU,2021-01-01,25.9,214.0,79.5,61.9,35.0,0.0,coastal_habitat,NONE,90.7
TMB-CKU,2021-02-01,27.73,196.7,81.9,62.6,41.6,8.2,coastal_habitat,NONE,95.2
TMB-CKU,2021-03-01,28.5,185.9,80.9,65.0,42.4,9.1,coastal_habitat,NONE,97.1
TMB-CKU,2021-04-01,28.15,146.2,73.2,59.2,50.0,0.0,coastal_habitat,NONE,100.0
TMB-CKU,2021-05-01,27.85,136.7,66.5,50.4,34.7,6.5,coastal_habitat,NONE,96.6
TMB-CKU,2021-06-01,28.35,82.3,61.9,47.2,36.1,0.0,coastal_habitat,NONE,96.9
TMB-CKU,2021-07-01,27.34,30.7,57.6,44.9,28.0,1.7,coastal_habitat,DRY_SPELL,96.4
TMB-CKU,2021-08-01,25.39,24.7,63.1,54.0,36.1,0.0,coastal_habitat,DRY_SPELL,95.8
TMB-CKU,2021-09-01,25.55,66.1,65.8,50.0,59.1,3.6,coastal_habitat,NONE,98.5
TMB-CKU,2021-10-01,25.51,128.4,76.2,52.5,37.9,10.9,coastal_habitat,NONE,98.6
TMB-CKU,2021-11-01,26.16,227.2,76.0,60.6,45.1,7.0,coastal_habitat,NONE,95.9
TMB-CKU,2021-12-01,25.62,199.8,78.4,61.8,43.4,0.0,coastal_habitat,NONE,88.8
TMB-CKU,2022-01-01,26.91,226.7,78.0,65.8,47.4,0.0,coastal_habitat,NONE,90.4
TMB-CKU,2022-02-01,28.86,209.0,80.9,55.9,40.4,0.0,coastal_habitat,NONE,97.8
TMB-CKU,2022-03-01,28.91,179.6,72.9,56.1,39.8,10.7,coastal_habitat,NONE,95.3
TMB-CKU,2022-04-01,29.12,138.4,73.3,57.7,32.7,0.0,coastal_habitat,NONE,95.1
TMB-CKU,2022-05-01,29.32,85.8,66.6,61.2,32.3,0.0,coastal_habitat,NONE,96.6
TMB-CKU,2022-06-01,28.46,53.3,61.0,53.7,41.7,15.8,coastal_habitat,NONE,95.6
TMB-CKU,2022-07-01,26.7,70.0,59.9,45.1,38.7,1.4,coastal_habitat,NONE,96.9
TMB-CKU,2022-08-01,25.82,61.7,65.6,51.2,33.7,4.0,coastal_habitat,NONE,95.8
TMB-CKU,2022-09-01,26.07,89.0,65.2,50.9,42.9,0.0,coastal_habitat,NONE,96.5
TMB-CKU,2022-10-01,25.42,137.9,69.1,56.1,31.6,2.5,coastal_habitat,NONE,90.1
TMB-CKU,2022-11-01,25.4,199.3,75.5,55.9,50.8,0.0,coastal_habitat,NONE,99.8
TMB-CKU,2022-12-01,25.9,228.0,74.6,59.8,45.4,0.0,coastal_habitat,NONE,97.2
TMB-CKU,2023-01-01,26.64,206.6,75.4,64.4,44.8,9.1,coastal_habitat,NONE,94.7
TMB-CKU,2023-02-01,28.64,219.2,79.8,58.9,44.0,1.9,coastal_habitat,NONE,96.0
TMB-CKU,2023-03-01,28.77,229.5,76.0,53.7,44.8,0.0,coastal_habitat,NONE,97.9
TMB-CKU,2023-04-01,28.97,117.4,73.2,60.5,37.0,12.3,coastal_habitat,NONE,94.9
TMB-CKU,2023-05-01,28.35,117.6,65.4,51.4,40.8,2.7,coastal_habitat,NONE,94.8
TMB-CKU,2023-06-01,28.49,58.0,63.7,54.5,45.0,0.0,coastal_habitat,NONE,99.1
TMB-CKU,2023-07-01,27.67,49.3,59.9,43.0,42.2,0.2,coastal_habitat,NONE,98.3
TMB-CKU,2023-08-01,26.18,80.2,64.2,51.1,36.0,0.0,coastal_habitat,NONE,92.1
TMB-CKU,2023-09-01,26.18,102.1,69.2,48.9,44.1,0.0,coastal_habitat,NONE,97.3
TMB-CKU,2023-10-01,24.9,119.1,75.2,54.2,44.6,0.0,coastal_habitat,NONE,92.0
TMB-CKU,2023-11-01,25.28,174.9,81.8,68.5,34.3,0.0,coastal_habitat,NONE,97.0
TMB-CKU,2023-12-01,26.9,188.2,71.1,62.3,41.4,0.0,coastal_habitat,NONE,94.9
TMB-CKU,2024-01-01,27.59,195.2,78.0,64.9,39.1,0.0,coastal_habitat,NONE,96.8
TMB-CKU,2024-02-01,27.39,221.9,77.2,60.1,37.1,0.0,coastal_habitat,NONE,93.4
TMB-CKU,2024-03-01,29.37,192.4,72.9,56.0,35.0,5.5,coastal_habitat,NONE,93.7
TMB-CKU,2024-04-01,28.36,162.3,76.4,54.6,44.5,0.0,coastal_habitat,NONE,95.8
TMB-CKU,2024-05-01,29.15,94.2,69.7,50.4,43.3,0.0,coastal_habitat,NONE,97.5
TMB-CKU,2024-06-01,27.67,37.3,66.9,48.3,40.0,0.9,coastal_habitat,NONE,95.8
TMB-CKU,2024-07-01,26.34,42.3,61.2,45.1,37.1,5.0,coastal_habitat,NONE,98.5
TMB-CKU,2024-08-01,25.93,54.4,69.5,49.9,33.2,0.9,coastal_habitat,NONE,95.1
TMB-CKU,2024-09-01,25.75,105.9,70.1,49.9,30.2,12.3,coastal_habitat,NONE,96.3
TMB-CKU,2024-10-01,26.19,98.1,74.1,55.3,41.9,0.0,coastal_habitat,NONE,95.7
TMB-CKU,2024-11-01,25.35,170.4,77.7,61.7,45.7,6.2,coastal_habitat,NONE,93.7
TMB-CKU,2024-12-01,24.9,171.0,79.0,64.8,38.1,8.2,coastal_habitat,NONE,97.8
TMB-CKU,2025-01-01,26.89,221.4,84.9,69.3,34.8,13.0,coastal_habitat,NONE,90.7
TMB-CKU,2025-02-01,27.83,198.7,82.2,58.8,50.3,8.8,coastal_habitat,NONE,94.5
TMB-CKU,2025-03-01,28.03,162.4,81.5,56.9,42.7,9.2,coastal_habitat,NONE,97.3
TMB-CKU,2025-04-01,28.37,157.2,74.0,51.9,50.7,0.0,coastal_habitat,NONE,93.0
TMB-CKU,2025-05-01,29.06,55.8,72.9,51.4,34.6,0.0,coastal_habitat,NONE,95.1
TMB-CKU,2025-06-01,28.01,46.3,65.0,53.6,40.0,0.0,coastal_habitat,NONE,96.5
TMB-DLQ,2019-01-01,27.76,255.8,86.5,68.5,44.6,46.6,coastal_habitat,NONE,98.3
TMB-DLQ,2019-02-01,28.41,208.3,84.2,62.9,25.8,49.7,coastal_habitat,NONE,92.7
TMB-DLQ,2019-03-01,29.62,182.0,76.7,74.3,36.7,59.0,coastal_habitat,NONE,91.1
TMB-DLQ,2019-04-01,30.12,175.6,80.2,58.9,41.6,47.4,coastal_habitat,NONE,97.1
TMB-DLQ,2019-05-01,29.62,164.2,74.8,56.5,39.4,49.2,coastal_habitat,NONE,100.0
TMB-DLQ,2019-06-01,30.18,66.4,65.4,59.9,45.9,50.2,coastal_habitat,NONE,91.0
TMB-DLQ,2019-07-01,28.36,62.6,67.4,51.4,39.4,43.3,coastal_habitat,NONE,95.8
TMB-DLQ,2019-08-01,27.01,81.7,65.8,56.6,43.1,42.4,coastal_habitat,NONE,100.0
TMB-DLQ,2019-09-01,26.53,110.8,75.0,58.8,44.3,39.4,coastal_habitat,NONE,95.9
TMB-DLQ,2019-10-01,26.39,136.4,76.4,54.4,43.3,64.2,coastal_habitat,NONE,100.0
TMB-DLQ,2019-11-01,26.52,181.0,76.7,61.8,41.0,44.8,coastal_habitat,NONE,96.6
TMB-DLQ,2019-12-01,28.52,213.4,80.2,71.5,40.4,50.5,coastal_habitat,NONE,99.3
TMB-DLQ,2020-01-01,28.24,223.0,87.3,64.6,41.2,62.7,coastal_habitat,NONE,95.7
TMB-DLQ,2020-02-01,29.38,183.7,85.6,64.6,39.9,52.95,coastal_habitat,NONE,100.0
TMB-DLQ,2020-03-01,29.71,204.0,82.1,67.3,37.7,43.2,coastal_habitat,NONE,100.0
TMB-DLQ,2020-04-01,29.64,164.1,76.6,64.4,44.3,46.6,coastal_habitat,NONE,93.0
TMB-DLQ,2020-05-01,30.07,119.6,77.3,56.6,38.1,47.3,coastal_habitat,NONE,92.0
TMB-DLQ,2020-06-01,29.23,76.5,70.4,50.0,44.3,55.25,coastal_habitat,NONE,93.7
TMB-DLQ,2020-07-01,27.26,44.0,65.9,61.6,43.0,63.2,coastal_habitat,NONE,93.1
TMB-DLQ,2020-08-01,28.01,87.9,69.6,53.4,43.5,47.6,coastal_habitat,NONE,98.4
TMB-DLQ,2020-09-01,27.01,107.2,71.0,53.3,43.2,45.7,coastal_habitat,NONE,92.4
TMB-DLQ,2020-10-01,26.88,164.7,76.0,54.7,44.2,52.5,coastal_habitat,NONE,98.6
TMB-DLQ,2020-11-01,26.8,234.2,78.3,63.6,47.5,47.1,coastal_habitat,NONE,93.0
TMB-DLQ,2020-12-01,25.96,249.5,87.9,67.1,44.4,44.6,coastal_habitat,NONE,95.4
TMB-DLQ,2021-01-01,28.07,275.6,82.9,59.8,35.5,52.3,coastal_habitat,NONE,95.9
TMB-DLQ,2021-02-01,29.76,243.4,84.5,63.1,48.3,45.5,coastal_habitat,NONE,98.7
TMB-DLQ,2021-03-01,29.77,182.7,80.6,67.4,33.5,49.2,coastal_habitat,NONE,95.9
TMB-DLQ,2021-04-01,29.28,168.9,77.0,55.3,37.3,48.4,coastal_habitat,NONE,96.0
TMB-DLQ,2021-05-01,30.05,104.4,74.0,56.5,37.7,54.6,coastal_habitat,NONE,96.3
TMB-DLQ,2021-06-01,29.11,48.7,69.8,56.4,34.0,63.0,coastal_habitat,NONE,97.9
TMB-DLQ,2021-07-01,28.42,45.7,66.7,51.1,28.7,48.1,coastal_habitat,NONE,95.3
TMB-DLQ,2021-08-01,28.04,20.0,68.4,53.3,43.4,46.4,coastal_habitat,DRY_SPELL,92.7
TMB-DLQ,2021-09-01,26.72,68.3,77.4,54.0,35.2,52.5,coastal_habitat,NONE,96.0
TMB-DLQ,2021-10-01,26.32,177.5,73.4,63.6,28.0,59.3,coastal_habitat,NONE,100.0
TMB-DLQ,2021-11-01,26.24,191.0,87.8,70.1,44.6,61.0,coastal_habitat,NONE,88.6
TMB-DLQ,2021-12-01,27.76,239.5,80.7,65.4,35.8,47.4,coastal_habitat,NONE,98.6
TMB-DLQ,2022-01-01,28.79,262.8,81.2,71.7,45.1,50.1,coastal_habitat,NONE,96.1
TMB-DLQ,2022-02-01,29.21,233.3,86.0,65.6,43.8,44.4,coastal_habitat,NONE,97.4
TMB-DLQ,2022-03-01,29.45,225.7,77.1,69.7,43.0,42.0,coastal_habitat,NONE,95.9
TMB-DLQ,2022-04-01,30.9,148.7,78.7,62.8,38.5,51.7,coastal_habitat,NONE,96.8
TMB-DLQ,2022-05-01,29.78,86.9,71.6,70.6,26.9,47.3,coastal_habitat,NONE,92.6
TMB-DLQ,2022-06-01,29.25,109.3,71.5,60.5,33.7,50.5,coastal_habitat,NONE,99.1
TMB-DLQ,2022-07-01,28.16,110.6,68.1,59.5,40.2,53.8,coastal_habitat,NONE,94.8
TMB-DLQ,2022-08-01,26.36,80.1,66.7,55.7,33.5,58.0,coastal_habitat,NONE,100.0
TMB-DLQ,2022-09-01,26.95,120.8,72.2,55.5,43.0,51.3,coastal_habitat,NONE,97.5
TMB-DLQ,2022-10-01,26.4,141.0,79.7,68.8,34.4,46.0,coastal_habitat,NONE,93.1
TMB-DLQ,2022-11-01,26.35,218.8,85.3,70.6,37.9,54.6,coastal_habitat,NONE,95.4
TMB-DLQ,2022-12-01,27.56,212.8,86.8,70.1,53.4,58.1,coastal_habitat,NONE,100.0
TMB-DLQ,2023-01-01,29.39,268.5,76.2,65.0,43.4,59.2,coastal_habitat,NONE,90.2
TMB-DLQ,2023-02-01,29.71,231.6,84.2,66.8,41.0,43.5,coastal_habitat,NONE,98.8
TMB-DLQ,2023-03-01,30.47,223.5,77.2,54.4,51.3,45.6,coastal_habitat,NONE,98.5
TMB-DLQ,2023-04-01,30.12,175.9,77.9,61.6,40.1,48.3,coastal_habitat,NONE,98.6
TMB-DLQ,2023-05-01,30.53,95.7,73.2,52.4,37.6,46.9,coastal_habitat,NONE,99.9
TMB-DLQ,2023-06-01,29.5,113.0,75.5,48.9,54.6,54.1,coastal_habitat,NONE,96.7
TMB-DLQ,2023-07-01,28.56,85.2,65.9,48.1,40.0,57.8,coastal_habitat,NONE,95.2
TMB-DLQ,2023-08-01,27.42,57.2,72.7,47.9,51.5,50.0,coastal_habitat,NONE,94.9
TMB-DLQ,2023-09-01,26.6,112.9,75.7,55.7,36.3,56.4,coastal_habitat,NONE,90.0
TMB-DLQ,2023-10-01,26.49,188.6,78.4,54.8,41.2,68.2,coastal_habitat,NONE,96.9
TMB-DLQ,2023-11-01,26.5,201.0,85.2,73.3,32.3,41.2,coastal_habitat,NONE,99.0
TMB-DLQ,2023-12-01,27.71,235.4,84.0,69.6,40.8,50.6,coastal_habitat,NONE,95.3
TMB-DLQ,2024-01-01,28.95,245.4,81.7,60.4,39.3,45.6,coastal_habitat,NONE,91.7
TMB-DLQ,2024-02-01,29.5,231.0,83.3,71.8,36.8,60.1,coastal_habitat,NONE,97.0
TMB-DLQ,2024-03-01,29.71,223.4,80.8,69.6,52.9,44.3,coastal_habitat,NONE,92.3
TMB-DLQ,2024-04-01,29.97,166.0,76.9,59.1,44.6,56.7,coastal_habitat,NONE,93.7
TMB-DLQ,2024-05-01,30.07,88.9,72.9,56.7,31.7,36.3,coastal_habitat,NONE,99.4
TMB-DLQ,2024-06-01,29.23,79.5,66.8,54.4,42.1,47.8,coastal_habitat,NONE,95.8
TMB-DLQ,2024-07-01,28.25,130.9,59.1,53.9,36.4,56.2,coastal_habitat,NONE,93.0
TMB-DLQ,2024-08-01,27.98,81.4,70.3,55.6,36.2,50.0,coastal_habitat,NONE,97.9
TMB-DLQ,2024-09-01,27.94,67.0,72.8,55.5,49.8,51.1,coastal_habitat,NONE,90.9
TMB-DLQ,2024-10-01,26.86,140.6,82.1,58.3,37.3,44.1,coastal_habitat,NONE,96.4
TMB-DLQ,2024-11-01,26.3,181.6,84.9,59.7,44.0,54.8,coastal_habitat,NONE,97.5
TMB-DLQ,2024-12-01,27.73,221.5,84.8,59.1,41.6,50.3,coastal_habitat,NONE,94.4
TMB-DLQ,2025-01-01,29.17,280.4,84.1,70.8,41.7,56.8,coastal_habitat,NONE,94.1
TMB-DLQ,2025-02-01,30.08,239.5,85.7,61.7,35.3,44.2,coastal_habitat,NONE,98.3
TMB-DLQ,2025-03-01,29.81,206.3,74.4,68.7,42.3,58.9,coastal_habitat,NONE,95.6
TMB-DLQ,2025-04-01,30.06,163.8,75.1,63.0,41.7,62.0,coastal_habitat,NONE,94.2
TMB-DLQ,2025-05-01,29.33,102.4,71.0,60.8,34.9,41.4,coastal_habitat,NONE,98.1
TMB-DLQ,2025-06-01,29.84,40.7,72.2,53.7,47.0,44.4,coastal_habitat,NONE,89.4
TMB-GWP,2019-01-01,27.25,260.4,84.2,65.7,25.9,5.4,coastal_habitat,HEAVY_RAIN,91.1
TMB-GWP,2019-02-01,27.33,270.7,84.4,83.8,33.7,9.1,coastal_habitat,NONE,95.9
TMB-GWP,2019-03-01,27.65,227.6,81.4,65.7,38.5,3.6,coastal_habitat,NONE,93.9
TMB-GWP,2019-04-01,28.57,213.4,73.2,67.1,25.9,12.9,coastal_habitat,NONE,95.8
TMB-GWP,2019-05-01,27.43,123.6,76.5,57.1,30.5,13.8,coastal_habitat,NONE,95.2
TMB-GWP,2019-06-01,27.7,94.5,69.0,64.6,38.7,7.3,coastal_habitat,NONE,100.0
TMB-GWP,2019-07-01,26.1,64.3,71.2,62.6,34.1,5.5,coastal_habitat,NONE,95.8
TMB-GWP,2019-08-01,25.82,87.5,69.5,60.0,26.6,0.0,coastal_habitat,NONE,97.2
TMB-GWP,2019-09-01,25.45,122.3,70.5,66.7,35.1,3.1,coastal_habitat,NONE,96.4
TMB-GWP,2019-10-01,25.0,164.6,75.7,66.5,35.2,5.2,coastal_habitat,HEAVY_RAIN,96.8
TMB-GWP,2019-11-01,25.95,222.7,78.8,81.3,30.5,0.0,coastal_habitat,HEAVY_RAIN,93.0
TMB-GWP,2019-12-01,26.83,282.2,85.2,79.1,25.6,5.6,coastal_habitat,HEAVY_RAIN,96.4
TMB-GWP,2020-01-01,26.95,265.0,81.5,73.4,26.1,10.3,coastal_habitat,HEAVY_RAIN,97.3
TMB-GWP,2020-02-01,27.22,308.6,86.0,85.1,36.0,27.9,coastal_habitat,HEAVY_RAIN,95.4
TMB-GWP,2020-03-01,28.57,200.2,73.5,74.3,29.4,10.0,coastal_habitat,NONE,95.1
TMB-GWP,2020-04-01,28.32,152.2,75.8,67.7,34.7,4.5,coastal_habitat,NONE,99.1
TMB-GWP,2020-05-01,28.65,145.3,69.4,68.3,35.5,18.3,coastal_habitat,NONE,90.2
TMB-GWP,2020-06-01,27.23,105.5,65.6,57.4,32.6,11.0,coastal_habitat,NONE,100.0
TMB-GWP,2020-07-01,27.12,40.6,61.8,53.6,24.5,14.4,coastal_habitat,NONE,93.1
TMB-GWP,2020-08-01,25.93,104.7,71.3,59.0,16.9,8.5,coastal_habitat,NONE,99.3
TMB-GWP,2020-09-01,25.81,110.0,68.3,67.2,33.5,17.3,coastal_habitat,NONE,98.6
TMB-GWP,2020-10-01,24.31,164.0,72.0,66.7,33.1,8.2,coastal_habitat,HEAVY_RAIN,99.8
TMB-GWP,2020-11-01,25.73,244.7,77.3,69.1,34.4,14.1,coastal_habitat,HEAVY_RAIN,96.4
TMB-GWP,2020-12-01,26.23,275.0,84.7,73.7,26.5,6.9,coastal_habitat,HEAVY_RAIN,98.7
TMB-GWP,2021-01-01,26.89,278.8,83.4,70.1,29.2,5.7,coastal_habitat,HEAVY_RAIN,94.8
TMB-GWP,2021-02-01,27.33,246.2,79.9,71.8,32.9,12.5,coastal_habitat,NONE,95.7
TMB-GWP,2021-03-01,28.61,263.7,77.8,76.6,37.3,12.4,coastal_habitat,NONE,96.9
TMB-GWP,2021-04-01,28.77,204.7,73.1,64.3,37.0,8.6,coastal_habitat,NONE,96.1
TMB-GWP,2021-05-01,28.87,121.2,71.4,59.0,40.6,8.4,coastal_habitat,NONE,95.1
TMB-GWP,2021-06-01,27.82,64.8,65.3,59.6,25.1,3.3,coastal_habitat,NONE,100.0
TMB-GWP,2021-07-01,26.82,52.4,70.5,64.3,22.5,0.0,coastal_habitat,NONE,97.0
TMB-GWP,2021-08-01,26.27,75.1,69.1,69.2,33.5,0.0,coastal_habitat,NONE,100.0
TMB-GWP,2021-09-01,24.87,96.1,70.8,66.9,31.3,6.4,coastal_habitat,NONE,95.6
TMB-GWP,2021-10-01,25.04,164.1,74.5,66.4,33.8,21.4,coastal_habitat,NONE,97.2
TMB-GWP,2021-11-01,25.33,211.3,70.8,80.7,40.1,8.9,coastal_habitat,HEAVY_RAIN,97.3
TMB-GWP,2021-12-01,25.35,284.1,81.4,71.3,28.6,24.1,coastal_habitat,HEAVY_RAIN,95.5
TMB-GWP,2022-01-01,27.13,268.6,81.8,73.5,34.8,16.8,coastal_habitat,HEAVY_RAIN,98.0
TMB-GWP,2022-02-01,27.72,238.2,74.6,76.6,36.1,2.6,coastal_habitat,NONE,98.7
TMB-GWP,2022-03-01,28.69,171.9,76.0,67.7,35.4,13.5,coastal_habitat,NONE,95.2
TMB-GWP,2022-04-01,28.23,219.7,72.5,66.6,39.0,25.4,coastal_habitat,NONE,94.5
TMB-GWP,2022-05-01,28.62,179.8,66.2,68.5,30.5,16.4,coastal_habitat,NONE,95.0
TMB-GWP,2022-06-01,28.98,97.4,70.9,66.5,39.0,18.5,coastal_habitat,NONE,97.4
TMB-GWP,2022-07-01,26.83,64.7,67.4,63.0,28.2,1.5,coastal_habitat,NONE,95.3
TMB-GWP,2022-08-01,26.03,57.8,69.9,62.5,31.7,1.2,coastal_habitat,NONE,90.6
TMB-GWP,2022-09-01,24.52,120.4,72.6,59.3,32.6,20.3,coastal_habitat,NONE,98.8
TMB-GWP,2022-10-01,25.48,128.6,73.9,69.9,40.5,22.0,coastal_habitat,NONE,91.2
TMB-GWP,2022-11-01,25.8,197.7,80.6,79.1,30.2,22.7,coastal_habitat,NONE,100.0
TMB-GWP,2022-12-01,26.37,267.2,78.0,70.9,29.5,17.4,coastal_habitat,HEAVY_RAIN,95.9
TMB-GWP,2023-01-01,26.55,252.0,80.0,77.3,37.6,14.8,coastal_habitat,HEAVY_RAIN,94.9
TMB-GWP,2023-02-01,27.46,277.4,84.0,74.5,41.2,20.5,coastal_habitat,NONE,95.5
TMB-GWP,2023-03-01,28.25,203.3,78.5,64.8,22.6,12.1,coastal_habitat,NONE,92.9
TMB-GWP,2023-04-01,29.81,143.3,74.2,71.4,22.4,11.8,coastal_habitat,NONE,99.7
TMB-GWP,2023-05-01,28.38,142.8,75.7,65.7,37.6,17.3,coastal_habitat,NONE,100.0
TMB-GWP,2023-06-01,28.12,52.4,71.1,60.6,37.8,6.7,coastal_habitat,NONE,96.5
TMB-GWP,2023-07-01,26.32,12.8,66.8,62.0,32.7,7.0,coastal_habitat,DRY_SPELL,100.0
TMB-GWP,2023-08-01,25.51,5.0,71.0,63.8,35.1,10.2,coastal_habitat,DRY_SPELL,96.3
TMB-GWP,2023-09-01,25.35,105.0,71.0,60.4,29.2,5.4,coastal_habitat,NONE,95.2
TMB-GWP,2023-10-01,25.76,181.4,67.2,69.4,37.1,13.7,coastal_habitat,HEAVY_RAIN,100.0
TMB-GWP,2023-11-01,26.58,266.9,79.2,75.1,29.7,24.4,coastal_habitat,HEAVY_RAIN,92.3
TMB-GWP,2023-12-01,26.18,258.6,82.4,70.4,24.5,9.2,coastal_habitat,HEAVY_RAIN,97.0
TMB-GWP,2024-01-01,26.92,300.0,85.3,78.2,31.4,21.1,coastal_habitat,HEAVY_RAIN,94.7
TMB-GWP,2024-02-01,27.99,260.0,82.6,65.1,30.0,14.3,coastal_habitat,NONE,92.3
TMB-GWP,2024-03-01,28.86,241.9,72.2,75.6,36.3,7.2,coastal_habitat,NONE,99.1
TMB-GWP,2024-04-01,29.11,160.9,76.9,67.8,22.6,16.7,coastal_habitat,NONE,90.1
TMB-GWP,2024-05-01,28.11,142.7,69.0,67.8,33.1,9.4,coastal_habitat,NONE,100.0
TMB-GWP,2024-06-01,28.81,45.3,68.2,58.2,30.5,18.6,coastal_habitat,NONE,95.0
TMB-GWP,2024-07-01,27.9,61.2,68.5,61.7,27.2,6.6,coastal_habitat,NONE,96.8
TMB-GWP,2024-08-01,25.75,76.4,66.5,62.5,26.3,8.6,coastal_habitat,NONE,89.4
TMB-GWP,2024-09-01,25.88,128.4,70.4,68.9,23.1,13.8,coastal_habitat,NONE,97.5
TMB-GWP,2024-10-01,26.37,186.2,77.9,67.9,24.8,21.5,coastal_habitat,HEAVY_RAIN,98.9
TMB-GWP,2024-11-01,25.16,253.8,78.4,70.9,35.6,8.9,coastal_habitat,HEAVY_RAIN,92.5
TMB-GWP,2024-12-01,25.71,234.2,81.1,77.8,28.4,16.0,coastal_habitat,HEAVY_RAIN,96.7
TMB-GWP,2025-01-01,27.49,293.6,80.6,76.4,36.6,7.8,coastal_habitat,HEAVY_RAIN,96.5
